measurements_id; time; flux; error; source_id
14545; 8364.55458; 10.6765; 0.04; 121
14546; 8364.56891; 10.7716; 0.036; 121
14547; 8364.64347; 10.6254; 0.027; 121
14548; 8364.65781; 10.6691; 0.034; 121
14549; 8364.73236; 10.5988; 0.034; 121
14550; 8364.74669; 10.619; 0.031; 121
14551; 8436.89298; 10.5225; 0.031; 121
14552; 8436.90728; 10.5171; 0.032; 121
14553; 8436.98188; 10.5464; 0.027; 121
14554; 8436.99617; 10.5198; 0.033; 121
14555; 8470.30381; 11.1341; 0.043; 121
14556; 8470.31815; 11.1105; 0.036; 121
14557; 8470.3927; 11.1735; 0.039; 121
14558; 8470.40698; 11.2177; 0.031; 121
14559; 8503.1036; 10.6017; 0.047; 121
14560; 8503.17815; 10.6181; 0.031; 121
14561; 8503.1925; 10.6349; 0.031; 121
14562; 8520.87822; 10.5931; 0.042; 121
14563; 8520.95282; 10.5826; 0.031; 121
14564; 8520.96714; 10.5256; 0.038; 121
14565; 8562.46776; 10.667; 0.056; 121
14566; 8562.48207; 10.6264; 0.028; 121
14567; 8562.55667; 10.5825; 0.038; 121
14568; 8562.57097; 10.5766; 0.032; 121
14569; 8562.64554; 10.5814; 0.033; 121
14570; 8562.65988; 10.632; 0.034; 121
14571; 8562.91222; 10.5877; 0.035; 121
14572; 8562.92653; 10.5369; 0.037; 121
14573; 8567.88985; 11.0927; 0.029; 121
14574; 8567.90417; 11.1271; 0.048; 121
14575; 8567.97876; 10.9116; 0.035; 121
14576; 8567.99306; 10.9751; 0.043; 121
14577; 8609.29485; 11.2212; 0.05; 121
14578; 8609.45832; 11.1373; 0.051; 121
14579; 8624.12139; 10.7974; 0.038; 121
14580; 8624.13571; 10.7667; 0.038; 121
14581; 8624.21027; 10.7969; 0.03; 121
14582; 8656.90042; 11.3429; 0.039; 121
14583; 8656.91477; 11.2859; 0.041; 121
14584; 8685.59776; 11.0371; 0.055; 121
14585; 8685.61209; 10.9795; 0.054; 121
14586; 8707.90269; 10.7206; 0.061; 121
14587; 8707.91701; 10.6954; 0.031; 121
14588; 8707.99158; 10.8129; 0.051; 121
14589; 8708.00593; 10.8549; 0.043; 121
14590; 8708.08045; 10.8516; 0.043; 121
14591; 8708.09478; 10.8327; 0.035; 121
14592; 8708.16935; 10.8552; 0.039; 121
14593; 8708.18367; 10.738; 0.037; 121
14594; 8758.10851; 11.2105; 0.053; 121
14595; 8758.12284; 11.2629; 0.082; 121
14596; 8758.19743; 11.2023; 0.066; 121
14597; 8758.21174; 11.2064; 0.046; 121
14598; 8758.64187; 11.2549; 0.03; 121
14599; 8758.6562; 11.1811; 0.055; 121
14600; 8770.90815; 11.301; 0.036; 121
14601; 8770.99706; 11.2658; 0.039; 121
14602; 8771.08594; 11.1768; 0.038; 121
14603; 8771.10024; 11.2104; 0.04; 121
14604; 8771.17482; 11.2112; 0.033; 121
14605; 8771.53036; 11.0739; 0.03; 121
14606; 8771.5447; 11.0326; 0.034; 121
14607; 8956.97973; 11.3004; 0.057; 121
14608; 8967.39721; 11.1007; 0.045; 121
14609; 8967.4115; 11.0966; 0.052; 121
14610; 8967.4861; 11.0978; 0.043; 121
14611; 8967.50039; 11.1652; 0.035; 121
14612; 8967.57499; 11.1305; 0.053; 121
14613; 8967.58932; 11.1179; 0.051; 121
14614; 9012.79344; 10.6292; 0.044; 121
14615; 9041.98392; 10.6838; 0.037; 121
14616; 9041.99824; 10.7447; 0.029; 121
14617; 7941.50587; 10.3614; 0.022; 122
14618; 7941.52014; 10.3653; 0.025; 122
14619; 7941.59475; 10.3932; 0.032; 122
14620; 7977.14173; 10.4061; 0.022; 122
14621; 7977.21631; 10.3761; 0.021; 122
14622; 7977.3052; 10.4292; 0.022; 122
14623; 8030.35216; 10.3491; 0.027; 122
14624; 8030.36646; 10.3092; 0.033; 122
14625; 8030.44104; 10.3148; 0.031; 122
14626; 8030.45536; 10.3382; 0.021; 122
14627; 8061.80769; 10.359; 0.023; 122
14628; 8061.82204; 10.3996; 0.024; 122
14629; 8061.89659; 10.351; 0.033; 122
14630; 8061.91093; 10.3806; 0.027; 122
14631; 8061.9855; 10.3474; 0.022; 122
14632; 8061.99982; 10.3782; 0.026; 122
14633; 8062.07439; 10.3668; 0.042; 122
14634; 8088.02893; 10.3322; 0.044; 122
14635; 8088.11781; 10.3249; 0.027; 122
14636; 8088.19238; 10.3297; 0.021; 122
14637; 8088.2067; 10.3183; 0.023; 122
14638; 8088.28127; 10.3197; 0.023; 122
14639; 8088.29557; 10.3669; 0.026; 122
14640; 8126.66766; 10.3719; 0.049; 122
14641; 8126.68198; 10.4188; 0.049; 122
14642; 8126.75652; 10.3656; 0.025; 122
14643; 8126.77087; 10.3199; 0.028; 122
14644; 8151.99395; 10.2853; 0.026; 122
14645; 8152.00827; 10.3101; 0.031; 122
14646; 8152.09716; 10.3624; 0.027; 122
14647; 8152.17173; 10.2999; 0.04; 122
14648; 8152.18605; 10.3492; 0.023; 122
14649; 8183.46126; 10.2426; 0.054; 122
14650; 8183.53582; 10.1953; 0.023; 122
14651; 8183.55014; 10.1986; 0.028; 122
14652; 8183.6247; 10.2109; 0.034; 122
14653; 8183.63902; 10.1741; 0.031; 122
14654; 8213.83125; 10.2574; 0.024; 122
14655; 8213.84557; 10.2514; 0.022; 122
14656; 8213.92016; 10.3467; 0.031; 122
14657; 8235.33451; 10.3472; 0.031; 122
14658; 8235.34882; 10.3715; 0.022; 122
14659; 8235.4234; 10.3833; 0.026; 122
14660; 8270.06607; 10.258; 0.023; 122
14661; 8270.0804; 10.2339; 0.022; 122
14662; 8270.15496; 10.2492; 0.025; 122
14663; 8270.16928; 10.2746; 0.028; 122
14664; 8285.5436; 10.3079; 0.037; 122
14665; 8285.61817; 10.2145; 0.045; 122
14666; 8285.63247; 10.2778; 0.026; 122
14667; 8285.70708; 10.2631; 0.023; 122
14668; 8285.72138; 10.2837; 0.021; 122
14669; 8321.94867; 10.2932; 0.026; 122
14670; 8321.96301; 10.3; 0.024; 122
14671; 8322.03758; 10.3321; 0.024; 122
14672; 8322.05186; 10.3669; 0.034; 122
14673; 8322.12647; 10.3533; 0.021; 122
14674; 8322.14079; 10.3408; 0.03; 122
14675; 8340.16674; 10.3221; 0.036; 122
14676; 8340.18101; 10.299; 0.025; 122
14677; 8340.2556; 10.3278; 0.028; 122
14678; 8340.26991; 10.348; 0.025; 122
14679; 8340.3445; 10.3084; 0.021; 122
14680; 8373.85215; 10.3062; 0.029; 122
14681; 8373.92675; 10.3213; 0.047; 122
14682; 8373.94106; 10.3289; 0.025; 122
14683; 8374.02997; 10.3163; 0.023; 122
14684; 8401.11773; 10.3387; 0.032; 122
14685; 8401.13206; 10.2895; 0.027; 122
14686; 8401.20662; 10.3333; 0.026; 122
14687; 8429.47924; 10.3083; 0.033; 122
14688; 8429.55376; 10.3182; 0.026; 122
14689; 8429.56813; 10.3339; 0.03; 122
14690; 8466.60692; 10.2639; 0.021; 122
14691; 8466.62128; 10.2505; 0.023; 122
14692; 8466.69583; 10.2714; 0.024; 122
14693; 8466.71015; 10.3323; 0.031; 122
14694; 8466.78472; 10.2777; 0.028; 122
14695; 8466.79904; 10.2909; 0.039; 122
14696; 8491.40145; 10.3209; 0.029; 122
14697; 8491.41577; 10.303; 0.021; 122
14698; 8491.49031; 10.3631; 0.034; 122
14699; 8491.50466; 10.394; 0.029; 122
14700; 8526.77882; 10.2837; 0.05; 122
14701; 8526.94228; 10.2614; 0.026; 122
14702; 8526.95659; 10.343; 0.044; 122
14703; 8527.03113; 10.3089; 0.029; 122
14704; 8555.0514; 10.2994; 0.027; 122
14705; 8555.06573; 10.3181; 0.023; 122
14706; 8555.14027; 10.2042; 0.022; 122
14707; 8555.1546; 10.325; 0.023; 122
14708; 8580.21085; 10.2815; 0.038; 122
14709; 8580.28542; 10.242; 0.026; 122
14710; 8580.29972; 10.3099; 0.037; 122
14711; 8580.37428; 10.298; 0.026; 122
14712; 8580.38863; 10.2502; 0.026; 122
14713; 8630.57072; 10.2802; 0.022; 122
14714; 8630.58502; 10.2953; 0.032; 122
14715; 8666.82594; 10.2425; 0.026; 122
14716; 8666.90049; 10.2388; 0.025; 122
14717; 8666.91483; 10.2181; 0.023; 122
14718; 8682.80827; 10.2313; 0.035; 122
14719; 8682.82263; 10.2412; 0.022; 122
14720; 8682.89717; 10.2333; 0.025; 122
14721; 8682.91152; 10.229; 0.021; 122
14722; 8718.16474; 10.2569; 0.026; 122
14723; 8718.17908; 10.2033; 0.021; 122
14724; 8741.26904; 10.2236; 0.033; 122
14725; 8741.28336; 10.2003; 0.021; 122
14726; 8741.35793; 10.1957; 0.024; 122
14727; 8741.37225; 10.1852; 0.022; 122
14728; 8772.01255; 10.1924; 0.026; 122
14729; 8772.02687; 10.1253; 0.032; 122
14730; 8805.52591; 10.2176; 0.021; 122
14731; 8805.61478; 10.2708; 0.026; 122
14732; 8830.95366; 10.2682; 0.025; 122
14733; 8830.96798; 10.2346; 0.028; 122
14734; 8831.04255; 10.263; 0.034; 122
14735; 8831.05687; 10.2745; 0.026; 122
14736; 8956.49551; 10.1082; 0.022; 122
14737; 8956.50984; 10.0941; 0.026; 122
14738; 9015.86194; 10.0878; 0.025; 122
14739; 7904.21329; 8.0489; 0.009; 123
14740; 8031.21752; 8.0509; 0.01; 123
14741; 8031.23186; 8.0738; 0.009; 123
14742; 8031.30641; 8.0556; 0.01; 123
14743; 8031.32076; 8.0567; 0.01; 123
14744; 8031.39531; 8.0533; 0.01; 123
14745; 8031.40965; 8.0569; 0.009; 123
14746; 8043.30632; 8.0794; 0.01; 123
14747; 8043.32064; 8.0868; 0.008; 123
14748; 8043.39522; 8.099; 0.01; 123
14749; 8043.40952; 8.0869; 0.008; 123
14750; 8077.06291; 8.1124; 0.01; 123
14751; 8077.1518; 8.0956; 0.012; 123
14752; 8116.8851; 8.1032; 0.016; 123
14753; 8116.95968; 8.0773; 0.01; 123
14754; 8116.974; 8.0792; 0.011; 123
14755; 8117.13747; 8.0285; 0.009; 123
14756; 8117.15181; 8.066; 0.009; 123
14757; 8117.31526; 8.0862; 0.009; 123
14758; 8117.32957; 8.0792; 0.01; 123
14759; 8117.40417; 8.0917; 0.011; 123
14760; 8117.41848; 8.0928; 0.012; 123
14761; 8117.49306; 8.0882; 0.008; 123
14762; 8117.50737; 8.0911; 0.009; 123
14763; 8117.75975; 8.0113; 0.011; 123
14764; 8117.77406; 8.0213; 0.012; 123
14765; 8117.86297; 8.0566; 0.011; 123
14766; 8117.95185; 8.0982; 0.011; 123
14767; 8118.02642; 8.1022; 0.013; 123
14768; 8118.04077; 8.1066; 0.008; 123
14769; 8118.20423; 8.0359; 0.011; 123
14770; 8118.21853; 8.0488; 0.007; 123
14771; 8118.29313; 7.9963; 0.01; 123
14772; 8118.30744; 7.9928; 0.008; 123
14773; 8118.38202; 7.9972; 0.011; 123
14774; 8118.39632; 7.9966; 0.009; 123
14775; 8281.28206; 8.0704; 0.009; 123
14776; 8281.29638; 8.0529; 0.009; 123
14777; 8281.37094; 8.0843; 0.01; 123
14778; 8281.45982; 8.0721; 0.011; 123
14779; 8281.47414; 8.0804; 0.01; 123
14780; 8294.61257; 8.0619; 0.011; 123
14781; 8294.62689; 8.0272; 0.01; 123
14782; 8294.79035; 8.049; 0.009; 123
14783; 8294.80467; 8.0615; 0.01; 123
14784; 8294.87923; 8.0695; 0.01; 123
14785; 8294.89353; 8.0815; 0.007; 123
14786; 8422.68815; 8.0685; 0.018; 123
14787; 8422.70249; 8.0404; 0.011; 123
14788; 8422.77704; 8.0924; 0.015; 123
14789; 8422.79135; 8.0721; 0.01; 123
14790; 8422.86593; 8.0709; 0.01; 123
14791; 8450.69421; 8.042; 0.01; 123
14792; 8450.76876; 8.0307; 0.009; 123
14793; 8450.78313; 8.052; 0.009; 123
14794; 8450.85765; 8.07; 0.019; 123
14795; 8598.07094; 8.0995; 0.011; 123
14796; 8598.08528; 8.1061; 0.01; 123
14797; 8598.15985; 8.093; 0.01; 123
14798; 8598.17416; 8.0814; 0.014; 123
14799; 8620.37256; 8.0752; 0.01; 123
14800; 8620.38686; 8.0692; 0.011; 123
14801; 8643.65094; 8.1123; 0.01; 123
14802; 8643.66528; 8.0947; 0.008; 123
14803; 8643.73984; 8.0803; 0.019; 123
14804; 8643.75418; 8.0815; 0.01; 123
14805; 8769.58937; 8.089; 0.013; 123
14806; 8769.60368; 8.1042; 0.013; 123
14807; 8788.34271; 8.0922; 0.012; 123
14808; 8788.357; 8.0841; 0.008; 123
14809; 8817.61865; 8.042; 0.018; 123
14810; 8947.55796; 8.077; 0.009; 123
14811; 8947.57229; 8.0578; 0.01; 123
14812; 8947.64684; 8.0793; 0.01; 123
14813; 8959.88897; 8.0441; 0.009; 123
14814; 8959.90327; 8.069; 0.01; 123
14815; 9011.27523; 8.0918; 0.01; 123
14816; 9011.28953; 8.0723; 0.012; 123
14817; 9011.36413; 8.0589; 0.009; 123
14818; 9011.37844; 8.0914; 0.013; 123
14819; 9011.45302; 8.0629; 0.01; 123
14820; 9011.46733; 8.1008; 0.01; 123
14821; 9025.11267; 8.0211; 0.011; 123
14822; 9025.20153; 8.0333; 0.008; 123
14823; 7879.5279; 12.1355; 0.05; 124
14824; 7879.54224; 12.1342; 0.045; 124
14825; 7942.97167; 11.8114; 0.048; 124
14826; 7961.08653; 11.46; 0.039; 124
14827; 7961.10086; 11.4064; 0.044; 124
14828; 7961.17544; 11.5164; 0.046; 124
14829; 7961.18974; 11.445; 0.046; 124
14830; 8074.82858; 12.03; 0.043; 124
14831; 8074.8429; 12.0988; 0.044; 124
14832; 8074.91748; 12.0161; 0.048; 124
14833; 8125.39375; 11.9543; 0.045; 124
14834; 8125.40809; 11.7772; 0.041; 124
14835; 8259.61522; 11.9666; 0.045; 124
14836; 8282.00556; 11.8758; 0.05; 124
14837; 8282.09447; 11.9535; 0.047; 124
14838; 8282.10873; 11.9361; 0.049; 124
14839; 8307.32783; 11.6901; 0.048; 124
14840; 8307.34212; 11.7436; 0.048; 124
14841; 8307.41672; 11.7889; 0.042; 124
14842; 8307.431; 11.7396; 0.044; 124
14843; 8440.985; 11.3724; 0.046; 124
14844; 8440.99934; 11.3338; 0.042; 124
14845; 8441.07389; 11.3747; 0.048; 124
14846; 8441.08822; 11.4253; 0.047; 124
14847; 8470.85644; 11.8801; 0.054; 124
14848; 8507.89053; 11.6529; 0.052; 124
14849; 8507.90484; 11.7831; 0.045; 124
14850; 8507.9794; 11.5912; 0.042; 124
14851; 8507.99373; 11.5366; 0.047; 124
14852; 8517.40137; 12.0243; 0.043; 124
14853; 8517.41569; 11.887; 0.044; 124
14854; 8517.49028; 11.9799; 0.051; 124
14855; 8517.66806; 11.4251; 0.044; 124
14856; 8517.68238; 11.3652; 0.044; 124
14857; 8517.75695; 11.4217; 0.046; 124
14858; 8606.87724; 12.2445; 0.063; 124
14859; 8606.89156; 12.1139; 0.046; 124
14860; 8606.98044; 12.1382; 0.051; 124
14861; 8607.055; 11.8531; 0.046; 124
14862; 8607.0693; 11.846; 0.043; 124
14863; 8622.42858; 12.2292; 0.061; 124
14864; 8622.44287; 12.189; 0.057; 124
14865; 8622.51744; 12.3287; 0.056; 124
14866; 8622.53177; 12.1745; 0.049; 124
14867; 8653.16568; 11.7933; 0.052; 124
14868; 8653.17999; 11.8015; 0.041; 124
14869; 8688.17048; 11.7188; 0.06; 124
14870; 8688.25934; 11.8145; 0.044; 124
14871; 8688.27367; 11.8677; 0.059; 124
14872; 8688.52597; 11.9492; 0.053; 124
14873; 8688.54032; 11.8596; 0.044; 124
14874; 8688.61488; 11.9836; 0.051; 124
14875; 8688.62922; 11.9935; 0.043; 124
14876; 8699.72475; 12.0508; 0.056; 124
14877; 8699.73905; 12.2199; 0.064; 124
14878; 8699.81359; 12.025; 0.057; 124
14879; 8699.90248; 11.7515; 0.054; 124
14880; 8699.9168; 11.8228; 0.048; 124
14881; 8699.99134; 11.608; 0.044; 124
14882; 8700.0057; 11.6433; 0.049; 124
14883; 8700.08025; 11.5056; 0.054; 124
14884; 8700.09456; 11.4418; 0.045; 124
14885; 8700.16916; 11.3295; 0.048; 124
14886; 8700.18346; 11.3915; 0.05; 124
14887; 8700.25801; 11.3667; 0.043; 124
14888; 8769.40064; 12.1681; 0.054; 124
14889; 8769.57844; 12.2352; 0.062; 124
14890; 8769.59276; 12.129; 0.05; 124
14891; 8769.66733; 12.2238; 0.051; 124
14892; 8769.68165; 12.1827; 0.051; 124
14893; 8769.75621; 12.1416; 0.055; 124
14894; 8769.77055; 12.2417; 0.048; 124
14895; 8769.84512; 12.267; 0.109; 124
14896; 8770.02288; 12.122; 0.046; 124
14897; 8770.0372; 12.2897; 0.047; 124
14898; 8770.12613; 12.2004; 0.066; 124
14899; 8770.20069; 12.1547; 0.042; 124
14900; 8770.215; 11.9638; 0.045; 124
14901; 8770.28956; 11.9898; 0.052; 124
14902; 8770.46737; 11.4532; 0.043; 124
14903; 8770.48169; 11.3985; 0.042; 124
14904; 8770.55626; 11.382; 0.045; 124
14905; 8770.57058; 11.3949; 0.042; 124
14906; 8770.64515; 11.4156; 0.048; 124
14907; 8770.6595; 11.396; 0.044; 124
14908; 8770.73406; 11.4277; 0.048; 124
14909; 8770.91183; 11.5074; 0.045; 124
14910; 8770.92613; 11.5078; 0.044; 124
14911; 8771.00075; 11.5219; 0.048; 124
14912; 8771.01502; 11.5759; 0.045; 124
14913; 8771.08963; 11.6057; 0.046; 124
14914; 8771.10392; 11.6802; 0.058; 124
14915; 8771.17848; 11.6729; 0.043; 124
14916; 8771.53405; 11.8194; 0.046; 124
14917; 8771.5484; 11.8153; 0.048; 124
14918; 8771.62297; 11.8765; 0.042; 124
14919; 8771.80076; 12.026; 0.051; 124
14920; 8771.81508; 11.9543; 0.044; 124
14921; 8771.88962; 12.043; 0.062; 124
14922; 8771.90397; 11.9818; 0.056; 124
14923; 8771.97852; 12.0534; 0.046; 124
14924; 8771.99284; 12.0138; 0.061; 124
14925; 8772.06741; 12.0877; 0.052; 124
14926; 8772.2452; 12.0904; 0.061; 124
14927; 8772.25952; 12.0284; 0.047; 124
14928; 8772.33414; 12.1647; 0.043; 124
14929; 8772.34847; 12.072; 0.052; 124
14930; 8772.423; 12.038; 0.053; 124
14931; 8772.43733; 12.1544; 0.069; 124
14932; 8772.51191; 12.2001; 0.051; 124
14933; 8772.68969; 12.2114; 0.065; 124
14934; 8772.70402; 12.1597; 0.05; 124
14935; 8772.77856; 12.246; 0.061; 124
14936; 8772.79287; 12.0997; 0.054; 124
14937; 8772.88181; 12.1358; 0.052; 124
14938; 8772.95639; 12.2129; 0.058; 124
14939; 8956.97603; 11.6662; 0.043; 124
14940; 8956.99035; 11.6864; 0.044; 124
14941; 8963.08683; 11.542; 0.046; 124
14942; 8963.10115; 11.6953; 0.043; 124
14943; 8963.17571; 11.6172; 0.045; 124
14944; 9012.18723; 12.0997; 0.072; 124
14945; 9012.20157; 12.0511; 0.059; 124
14946; 9037.47114; 11.8434; 0.046; 124
14947; 9037.54569; 11.9318; 0.066; 124
14948; 9037.56004; 11.9273; 0.057; 124
14949; 7915.96655; 10.3611; 0.025; 125
14950; 7916.12996; 10.3895; 0.029; 125
14951; 7916.14431; 10.3977; 0.031; 125
14952; 7942.78417; 10.3425; 0.029; 125
14953; 7942.79847; 10.412; 0.027; 125
14954; 7966.50952; 10.0361; 0.024; 125
14955; 7966.52382; 10.0658; 0.025; 125
14956; 7966.59841; 10.0314; 0.025; 125
14957; 7966.61273; 9.9976; 0.026; 125
14958; 7966.77618; 9.8926; 0.024; 125
14959; 7966.7905; 9.8842; 0.031; 125
14960; 8015.30705; 10.3903; 0.025; 125
14961; 8015.38162; 10.374; 0.029; 125
14962; 8015.39594; 10.3474; 0.031; 125
14963; 8015.47052; 10.3751; 0.027; 125
14964; 8015.48486; 10.4326; 0.024; 125
14965; 8015.64828; 10.3261; 0.022; 125
14966; 8015.73717; 10.3289; 0.028; 125
14967; 8015.75149; 10.3063; 0.023; 125
14968; 8015.82606; 10.2449; 0.036; 125
14969; 8015.8404; 10.2353; 0.022; 125
14970; 8015.91495; 10.2297; 0.034; 125
14971; 8015.92927; 10.1325; 0.02; 125
14972; 8016.09273; 10.1109; 0.046; 125
14973; 8016.10705; 10.0194; 0.02; 125
14974; 8016.18162; 9.9506; 0.035; 125
14975; 8016.19596; 9.9465; 0.023; 125
14976; 8016.2705; 9.9113; 0.022; 125
14977; 8016.28483; 9.897; 0.019; 125
14978; 8025.44019; 9.8091; 0.02; 125
14979; 8025.51478; 9.8046; 0.024; 125
14980; 8025.52908; 9.8128; 0.021; 125
14981; 8025.60365; 9.7858; 0.02; 125
14982; 8025.61797; 9.8193; 0.02; 125
14983; 8025.87032; 9.8179; 0.019; 125
14984; 8025.88464; 9.8808; 0.029; 125
14985; 8025.95921; 9.9058; 0.023; 125
14986; 8025.97353; 9.871; 0.021; 125
14987; 8026.04812; 9.9167; 0.02; 125
14988; 8026.06242; 9.8868; 0.02; 125
14989; 8026.13701; 9.9597; 0.022; 125
14990; 8072.6919; 10.2866; 0.035; 125
14991; 8072.7062; 10.2548; 0.037; 125
14992; 8099.79571; 10.1775; 0.023; 125
14993; 8099.81006; 10.2928; 0.053; 125
14994; 8125.38915; 9.9985; 0.02; 125
14995; 8162.71554; 10.2863; 0.021; 125
14996; 8162.9822; 10.3308; 0.048; 125
14997; 8173.72263; 10.0149; 0.022; 125
14998; 8173.73695; 10.0324; 0.021; 125
14999; 8173.81152; 9.9805; 0.021; 125
15000; 8173.82584; 9.9345; 0.023; 125
15001; 8173.9004; 9.8635; 0.021; 125
15002; 8173.91473; 9.7757; 0.023; 125
15003; 8224.00102; 9.8864; 0.046; 125
15004; 8224.26768; 9.943; 0.02; 125
15005; 8262.01767; 10.3358; 0.029; 125
15006; 8262.032; 10.3284; 0.021; 125
15007; 8262.10656; 10.3373; 0.023; 125
15008; 8262.12088; 10.3294; 0.023; 125
15009; 8262.19544; 10.3271; 0.033; 125
15010; 8283.07623; 10.0399; 0.021; 125
15011; 8283.09055; 10.001; 0.019; 125
15012; 8283.16512; 10.0582; 0.023; 125
15013; 8349.88977; 9.8033; 0.03; 125
15014; 8349.90412; 9.8404; 0.021; 125
15015; 8349.97866; 9.8481; 0.033; 125
15016; 8349.99298; 9.8704; 0.02; 125
15017; 8350.06755; 9.8665; 0.032; 125
15018; 8350.08187; 9.9074; 0.028; 125
15019; 8364.125; 9.9626; 0.022; 125
15020; 8364.19959; 10.0462; 0.041; 125
15021; 8364.21389; 10.0692; 0.027; 125
15022; 8364.28845; 10.0385; 0.033; 125
15023; 8364.30278; 10.0825; 0.021; 125
15024; 8364.55512; 10.1318; 0.032; 125
15025; 8364.56944; 10.1427; 0.026; 125
15026; 8364.64401; 10.1664; 0.024; 125
15027; 8364.65835; 10.1475; 0.025; 125
15028; 8437.78206; 10.3317; 0.019; 125
15029; 8437.79636; 10.3646; 0.044; 125
15030; 8437.87096; 10.3464; 0.02; 125
15031; 8503.4589; 9.932; 0.043; 125
15032; 8503.53344; 9.993; 0.02; 125
15033; 8503.5478; 10.0454; 0.019; 125
15034; 8503.62236; 10.0521; 0.024; 125
15035; 8503.6367; 10.0551; 0.048; 125
15036; 8520.33074; 10.0101; 0.02; 125
15037; 8520.34513; 10.0406; 0.032; 125
15038; 8520.41966; 9.9551; 0.021; 125
15039; 8520.43401; 9.904; 0.019; 125
15040; 8562.28941; 10.0817; 0.039; 125
15041; 8562.30372; 10.1048; 0.049; 125
15042; 8562.46718; 10.1719; 0.057; 125
15043; 8562.55607; 10.1273; 0.03; 125
15044; 8562.5704; 10.119; 0.028; 125
15045; 8562.64496; 10.1632; 0.029; 125
15046; 8562.6593; 10.1343; 0.046; 125
15047; 8567.00039; 10.0991; 0.022; 125
15048; 8567.01471; 10.0727; 0.058; 125
15049; 8567.0893; 10.1225; 0.021; 125
15050; 8567.1036; 10.1174; 0.023; 125
15051; 8567.35594; 10.218; 0.023; 125
15052; 8567.37026; 10.1066; 0.049; 125
15053; 8567.44483; 10.2225; 0.031; 125
15054; 8567.45913; 10.1806; 0.048; 125
15055; 8567.53373; 10.2113; 0.024; 125
15056; 8567.54805; 10.2102; 0.053; 125
15057; 8608.65805; 10.316; 0.035; 125
15058; 8608.67236; 10.3107; 0.021; 125
15059; 8608.74693; 10.3587; 0.041; 125
15060; 8608.76125; 10.358; 0.021; 125
15061; 8608.83582; 10.2943; 0.037; 125
15062; 8608.85014; 10.3428; 0.021; 125
15063; 8624.29838; 9.8159; 0.024; 125
15064; 8624.3127; 9.8159; 0.019; 125
15065; 8624.38727; 9.8245; 0.024; 125
15066; 8624.40158; 9.8156; 0.02; 125
15067; 8686.30841; 10.3408; 0.02; 125
15068; 8686.32269; 10.4062; 0.026; 125
15069; 8686.39729; 10.3841; 0.03; 125
15070; 8686.41161; 10.3591; 0.026; 125
15071; 8686.48617; 10.2565; 0.02; 125
15072; 8686.50049; 10.3354; 0.039; 125
15073; 8707.5619; 10.31; 0.02; 125
15074; 8707.63645; 10.3151; 0.022; 125
15075; 8707.72535; 10.2634; 0.03; 125
15076; 8707.73965; 10.3162; 0.02; 125
15077; 8707.90311; 10.3282; 0.046; 125
15078; 8758.64252; 10.2287; 0.026; 125
15079; 8758.65686; 10.1275; 0.034; 125
15080; 8758.99808; 9.9635; 0.033; 125
15081; 8759.0124; 9.9363; 0.038; 125
15082; 8772.41981; 10.0122; 0.021; 125
15083; 8772.4341; 10.0185; 0.033; 125
15084; 8772.5087; 9.9471; 0.019; 125
15085; 8772.61188; 9.8854; 0.026; 125
15086; 8772.68648; 9.8435; 0.02; 125
15087; 8772.70078; 9.873; 0.024; 125
15088; 8772.77533; 9.8238; 0.02; 125
15089; 8772.78967; 9.7964; 0.022; 125
15090; 8772.86426; 9.8097; 0.023; 125
15091; 8772.87858; 9.811; 0.021; 125
15092; 8772.95313; 9.8097; 0.023; 125
15093; 8956.44373; 10.3105; 0.021; 125
15094; 8956.45804; 10.3744; 0.041; 125
15095; 8967.48535; 10.0141; 0.03; 125
15096; 8967.49965; 10.0652; 0.02; 125
15097; 8967.57423; 10.0935; 0.022; 125
15098; 8967.58858; 10.0833; 0.023; 125
15099; 8967.66312; 10.1061; 0.025; 125
15100; 9013.18333; 10.2312; 0.025; 125
15101; 9013.19768; 10.2029; 0.025; 125
15102; 9041.55371; 10.2512; 0.029; 125
15103; 7881.59028; 11.8199; 0.042; 126
15104; 7881.67916; 11.7179; 0.043; 126
15105; 7881.75372; 11.5911; 0.04; 126
15106; 7881.76804; 11.6009; 0.05; 126
15107; 7916.39633; 11.1165; 0.054; 126
15108; 7916.41068; 11.053; 0.042; 126
15109; 7966.77564; 11.852; 0.058; 126
15110; 7966.78995; 11.7647; 0.048; 126
15111; 7966.86451; 11.6585; 0.061; 126
15112; 7966.87882; 11.7256; 0.056; 126
15113; 8015.20303; 11.3624; 0.045; 126
15114; 8015.21739; 11.3483; 0.043; 126
15115; 8015.29194; 11.389; 0.049; 126
15116; 8015.30626; 11.3679; 0.047; 126
15117; 8015.38083; 11.4319; 0.044; 126
15118; 8015.46974; 11.4015; 0.041; 126
15119; 8015.64749; 11.4927; 0.039; 126
15120; 8015.73638; 11.4987; 0.04; 126
15121; 8015.7507; 11.5335; 0.05; 126
15122; 8015.82527; 11.5053; 0.035; 126
15123; 8015.83961; 11.5525; 0.042; 126
15124; 8016.09194; 11.7058; 0.05; 126
15125; 8016.10626; 11.6531; 0.049; 126
15126; 8016.18083; 11.7329; 0.05; 126
15127; 8016.19517; 11.6456; 0.054; 126
15128; 8016.26971; 11.7037; 0.041; 126
15129; 8016.28403; 11.7182; 0.043; 126
